Datum;Bolag;Antal annonser;Antal tjanster;Nya annonser 30d;Nya tjanster 30d;Nya annonser 14d;Nya tjanster 14d;Nya annonser 7d;Nya tjanster 7d;Aktivitetstakt % (14d);% heltid;% tills vidare;% lang;% kort;% erfarenhet kravs;Top 3 regioner (totalt);Top 3 regioner (14 dagar);Top 3 yrkesomraden;Top 5 yrkesgrupper
2026-05-31;Framtiden i Sverige;162;162;125;125;66;66;42;42;40.7;99.4;98.8;0.0;0.6;100.0;Östergötlands län (39) | Stockholms län (32) | Västra Götalands län (21);Stockholms län (16) | Östergötlands län (14) | Västra Götalands län (8);Yrken med teknisk inriktning (62) | Data/IT (42) | Bygg och anläggning (19);Ingenjörer och tekniker inom maskinteknik (22) | Mjukvaru- och systemutvecklare m.fl. (14) | Ingenjörer och tekniker inom elektroteknik (12) | Systemadministratörer (10) | Ingenjörer och tekniker inom bygg och anläggning (10)
2026-05-31;Professionals Nord;169;202;125;151;74;89;41;51;43.8;92.9;81.7;0.0;16.6;95.3;Norrbottens län (70) | Västra Götalands län (19) | Stockholms län (16);Norrbottens län (28) | Stockholms län (9) | Västra Götalands län (9);Bygg och anläggning (47) | Installation, drift, underhåll (21) | Yrken med teknisk inriktning (18);VVS-montörer m.fl. (12) | Lastbilsförare m.fl. (11) | Ingenjörer och tekniker inom bygg och anläggning (9) | Arbetsledare inom bygg, anläggning och gruva (7) | Anläggningsmaskinförare m.fl. (7)
2026-05-31;Bravura;149;149;87;87;63;63;22;22;42.3;89.3;69.1;0.0;20.1;100.0;Stockholms län (62) | Västra Götalands län (22) | Skåne län (18);Stockholms län (21) | Västra Götalands län (13) | Skåne län (8);Försäljning, inköp, marknadsföring (34) | Data/IT (27) | Administration, ekonomi, juridik (22);Mjukvaru- och systemutvecklare m.fl. (17) | Företagssäljare (15) | Kundtjänstpersonal (10) | Ordersamordnare m.fl. (7) | Transportledare och transportsamordnare (6)
2026-05-31;Jurek;29;29;19;19;12;12;7;7;41.4;62.1;24.1;0.0;41.4;100.0;Stockholms län (15) | Västra Götalands län (7) | Skåne län (3);Stockholms län (6) | Skåne län (2) | Västra Götalands län (2);Administration, ekonomi, juridik (24) | Chefer och verksamhetsledare (2) | Försäljning, inköp, marknadsföring (1);Övriga kontorsassistenter och sekreterare (3) | Planerare och utredare m.fl. (3) | Controller (3) | Lednings- och organisationsutvecklare (3) | Ekonomiassistenter m.fl. (2)
2026-05-31;TNG Group;45;45;45;45;23;23;12;12;51.1;91.1;75.6;0.0;15.6;100.0;Stockholms län (23) | Västra Götalands län (7) | Skåne län (6);Stockholms län (15) | Skåne län (3) | Västra Götalands län (2);Data/IT (14) | Försäljning, inköp, marknadsföring (10) | Yrken med teknisk inriktning (7);Mjukvaru- och systemutvecklare m.fl. (10) | Ingenjörer och tekniker inom maskinteknik (6) | Företagssäljare (6) | Ekonomi- och finanschefer (2) | Övriga kontorsassistenter och sekreterare (2)
2026-05-31;Eterni Sweden;92;179;3;5;48;85;1;1;52.2;93.5;100.0;0.0;0.0;100.0;Kronobergs län (21) | Jönköpings län (19) | Västra Götalands län (11);Jönköpings län (12) | Kronobergs län (11) | Skåne län (8);Industriell tillverkning (35) | Transport, distribution, lager (19) | Installation, drift, underhåll (11);Maskinställare och maskinoperatörer, metallarbete (15) | Truckförare (9) | Montörer, metall-, gummi- och plastprodukter (6) | Lager- och terminalpersonal (5) | Underhållsmekaniker och maskinreparatörer (4)
2026-05-31;Friday;182;191;134;137;92;94;71;71;50.5;100.0;99.5;0.0;0.5;100.0;Östergötlands län (61) | Västra Götalands län (50) | Stockholms län (35);Östergötlands län (45) | Västra Götalands län (21) | Stockholms län (12);Yrken med teknisk inriktning (105) | Data/IT (43) | Försäljning, inköp, marknadsföring (12);Civilingenjörsyrken inom elektroteknik (47) | Ingenjörer och tekniker inom maskinteknik (28) | Mjukvaru- och systemutvecklare m.fl. (21) | Civilingenjörsyrken inom maskinteknik (11) | Systemtestare och testledare (10)
2026-05-31;Gazella;3;3;3;3;2;2;0;0;66.7;100.0;66.7;0.0;33.3;100.0;Stockholms län (3);Stockholms län (2);Administration, ekonomi, juridik (3);Redovisningsekonomer (2) | Finansanalytiker och investeringsrådgivare m.fl. (1)
2026-05-31;Insitepart;36;42;29;31;19;21;13;15;52.8;55.6;13.9;0.0;41.7;100.0;Stockholms län (14) | Jönköpings län (7) | Örebro län (5);Stockholms län (7) | Örebro län (3) | Kalmar län (2);Transport, distribution, lager (30) | Försäljning, inköp, marknadsföring (2) | Yrken med teknisk inriktning (2);Lager- och terminalpersonal (28) | Speditörer och transportmäklare (2) | Civilingenjörsyrken inom logistik och produktionsplanering (2) | Truckförare (2) | Kundtjänstpersonal (1)
2026-05-31;Wikan Personal;78;92;77;91;52;63;23;27;66.7;96.2;52.6;0.0;44.9;100.0;Skåne län (35) | Gävleborgs län (11) | Västerbottens län (10);Skåne län (26) | Västerbottens län (7) | Gävleborgs län (5);Industriell tillverkning (21) | Transport, distribution, lager (12) | Installation, drift, underhåll (12);Lastbilsförare m.fl. (6) | Maskinställare och maskinoperatörer, metallarbete (5) | Svetsare och gasskärare (5) | Ingenjörer och tekniker inom maskinteknik (5) | Lager- och terminalpersonal (4)
2026-05-31;Konsultia;55;126;52;119;31;57;18;35;56.4;96.4;7.3;0.0;89.1;100.0;Västra Götalands län (21) | Norrbottens län (14) | Gävleborgs län (5);Västra Götalands län (17) | Norrbottens län (6) | Gävleborgs län (4);Industriell tillverkning (33) | Transport, distribution, lager (9) | Administration, ekonomi, juridik (6);Maskinställare och maskinoperatörer, metallarbete (16) | Truckförare (5) | Personal- och HR-specialister (5) | Övriga maskin- och processoperatörer vid stål- och metallverk (3) | Svetsare och gasskärare (3)
2026-06-01;Manpower;51;201;51;201;33;134;13;70;64.7;64.7;7.8;0.0;56.9;100.0;Västra Götalands län (13) | Skåne län (6) | Stockholms län (5);Västra Götalands län (5) | Skåne län (4) | Dalarnas län (3);Industriell tillverkning (24) | Transport, distribution, lager (11) | Administration, ekonomi, juridik (8);Lager- och terminalpersonal (7) | Maskinställare och maskinoperatörer, metallarbete (7) | Montörer, elektrisk och elektronisk utrustning (4) | Svetsare och gasskärare (3) | Truckförare (3)
2026-06-01;Lernia;143;185;105;125;69;76;37;41;48.3;86.0;18.9;0.0;68.5;100.0;Västra Götalands län (33) | Hallands län (31) | Jönköpings län (14);Västra Götalands län (18) | Jönköpings län (11) | Kalmar län (9);Industriell tillverkning (59) | Transport, distribution, lager (34) | Installation, drift, underhåll (16);Maskinställare och maskinoperatörer, metallarbete (16) | Truckförare (14) | Lager- och terminalpersonal (14) | Montörer, metall-, gummi- och plastprodukter (11) | Svetsare och gasskärare (7)
2026-06-01;Adecco;144;306;138;300;92;188;49;95;63.9;80.6;22.9;0.0;61.1;100.0;Stockholms län (27) | Skåne län (21) | Västra Götalands län (18);Stockholms län (23) | Västra Götalands län (12) | Skåne län (11);Industriell tillverkning (39) | Administration, ekonomi, juridik (33) | Yrken med teknisk inriktning (21);Maskinställare och maskinoperatörer, metallarbete (16) | Ingenjörer och tekniker inom maskinteknik (13) | Marknadsanalytiker och marknadsförare m.fl. (7) | Truckförare (6) | Svetsare och gasskärare (6)
2026-06-01;Perido;22;22;22;22;16;16;11;11;72.7;86.4;22.7;0.0;77.3;100.0;Stockholms län (11) | Västra Götalands län (9) | Dalarnas län (1);Västra Götalands län (8) | Stockholms län (8);Administration, ekonomi, juridik (13) | Försäljning, inköp, marknadsföring (5) | Data/IT (3);Personal- och HR-specialister (3) | Inköpare och upphandlare (3) | Informatörer, kommunikatörer och PR-specialister (2) | Kontorsreceptionister (2) | Bibliotekarier och arkivarier (1)
2026-06-01;Randstad;136;272;93;175;66;114;35;47;48.5;97.8;30.9;0.0;69.1;100.0;Västra Götalands län (49) | Stockholms län (29) | Östergötlands län (19);Västra Götalands län (23) | Stockholms län (15) | Uppsala län (6);Administration, ekonomi, juridik (25) | Industriell tillverkning (19) | Yrken med teknisk inriktning (18);Maskinställare och maskinoperatörer, metallarbete (13) | Kundtjänstpersonal (9) | Civilingenjörsyrken inom maskinteknik (8) | Mjukvaru- och systemutvecklare m.fl. (7) | Övriga drifttekniker och processövervakare (6)
2026-06-01;Academic Work;393;393;280;280;197;197;105;105;50.1;84.2;12.0;0.0;88.0;100.0;Stockholms län (138) | Skåne län (51) | Västra Götalands län (49);Stockholms län (72) | Skåne län (29) | Västra Götalands län (24);Administration, ekonomi, juridik (107) | Yrken med teknisk inriktning (73) | Data/IT (70);Mjukvaru- och systemutvecklare m.fl. (33) | Ingenjörer och tekniker inom elektroteknik (21) | Informatörer, kommunikatörer och PR-specialister (20) | Företagssäljare (19) | Ekonomiassistenter m.fl. (15)
2026-06-01;Studentconsulting;198;491;174;456;122;265;63;135;61.6;68.7;0.0;0.0;100.0;100.0;Skåne län (41) | Västra Götalands län (38) | Stockholms län (22);Skåne län (25) | Västra Götalands län (21) | Norrbottens län (17);Transport, distribution, lager (94) | Administration, ekonomi, juridik (34) | Försäljning, inköp, marknadsföring (23);Lager- och terminalpersonal (36) | Lastbilsförare m.fl. (28) | Truckförare (15) | Företagssäljare (13) | Kundtjänstpersonal (10)
2026-06-01;Poolia;67;68;66;67;48;48;26;26;71.6;55.2;22.4;0.0;34.3;100.0;Skåne län (14) | Östergötlands län (13) | Stockholms län (11);Östergötlands län (10) | Skåne län (9) | Stockholms län (8);Administration, ekonomi, juridik (22) | Försäljning, inköp, marknadsföring (18) | Data/IT (9);Inköpare och upphandlare (9) | Övriga kontorsassistenter och sekreterare (4) | Controller (4) | Personal- och HR-specialister (3) | Supporttekniker, IT (3)
2026-06-01;Uniflex;168;325;139;254;86;159;45;86;51.2;89.9;23.2;0.0;69.0;100.0;Jönköpings län (30) | Västra Götalands län (30) | Stockholms län (20);Stockholms län (19) | Jönköpings län (13) | Örebro län (8);Industriell tillverkning (65) | Transport, distribution, lager (43) | Bygg och anläggning (22);Lager- och terminalpersonal (23) | Maskinställare och maskinoperatörer, metallarbete (13) | Svetsare och gasskärare (11) | Montörer, metall-, gummi- och plastprodukter (7) | Lastbilsförare m.fl. (7)
2026-06-01;OnePartnerGroup;164;254;148;228;91;164;61;117;55.5;93.9;87.2;0.0;9.8;97.0;Jönköpings län (32) | Västra Götalands län (29) | Västernorrlands län (15);Jönköpings län (17) | Västra Götalands län (14) | Stockholms län (10);Industriell tillverkning (42) | Transport, distribution, lager (34) | Installation, drift, underhåll (18);Lager- och terminalpersonal (14) | Truckförare (10) | Maskinställare och maskinoperatörer, metallarbete (8) | Företagssäljare (7) | Underhållsmekaniker och maskinreparatörer (6)
2026-06-01;Skill;63;66;61;64;44;47;29;32;69.8;95.2;38.1;0.0;57.1;100.0;Östergötlands län (45) | Västra Götalands län (10) | Jönköpings län (3);Östergötlands län (31) | Västra Götalands län (8) | Jönköpings län (3);Yrken med teknisk inriktning (24) | Industriell tillverkning (12) | Försäljning, inköp, marknadsföring (7);Ingenjörer och tekniker inom maskinteknik (8) | Inköpare och upphandlare (5) | Ingenjörer och tekniker inom elektroteknik (5) | Maskinställare och maskinoperatörer, metallarbete (3) | Montörer, elektrisk och elektronisk utrustning (3)
2026-06-01;Arena Personal;94;94;69;69;61;61;51;51;64.9;77.7;44.7;0.0;33.0;100.0;Södermanlands län (26) | Stockholms län (23) | Västra Götalands län (10);Stockholms län (18) | Södermanlands län (15) | Örebro län (6);Transport, distribution, lager (66) | Installation, drift, underhåll (7) | Sanering och renhållning (5);Lastbilsförare m.fl. (50) | Lager- och terminalpersonal (10) | Motorfordonsmekaniker och fordonsreparatörer (6) | Städare (4) | Truckförare (3)
2026-06-01;Tranpenad;41;59;21;21;10;10;6;6;24.4;75.6;29.3;0.0;51.2;100.0;Västra Götalands län (21) | Uppsala län (5) | Stockholms län (5);Södermanlands län (3) | Jönköpings län (2) | Västmanlands län (1);Transport, distribution, lager (34) | Yrken med teknisk inriktning (3) | Chefer och verksamhetsledare (1);Lager- och terminalpersonal (21) | Truckförare (12) | Ingenjörer och tekniker inom maskinteknik (3) | Inköps-, logistik- och transportchefer (1) | Maskinställare och maskinoperatörer, metallarbete (1)
2026-06-01;Jobandtalent;116;131;87;98;59;59;28;28;50.9;69.8;14.7;0.0;62.9;99.1;Östergötlands län (30) | Stockholms län (17) | Västra Götalands län (17);Stockholms län (12) | Västra Götalands län (11) | Hallands län (7);Transport, distribution, lager (48) | Försäljning, inköp, marknadsföring (24) | Industriell tillverkning (15);Lastbilsförare m.fl. (29) | Butikssäljare, dagligvaror (21) | Lager- och terminalpersonal (13) | Truckförare (5) | Fastighetsskötare (3)
2026-06-01;NearYou;78;115;66;94;54;80;26;29;69.2;93.6;43.6;0.0;51.3;100.0;Västra Götalands län (56) | Kalmar län (9) | Jönköpings län (6);Västra Götalands län (37) | Jönköpings län (5) | Kalmar län (5);Industriell tillverkning (35) | Transport, distribution, lager (11) | Yrken med teknisk inriktning (9);Maskinställare och maskinoperatörer, metallarbete (11) | Truckförare (9) | Montörer, metall-, gummi- och plastprodukter (6) | Montörer, elektrisk och elektronisk utrustning (6) | Maskinoperatörer, gummiindustri (4)
2026-06-01;SJR;25;25;25;25;16;16;8;8;64.0;44.0;36.0;0.0;12.0;100.0;Stockholms län (13) | Västra Götalands län (5) | Uppsala län (4);Stockholms län (7) | Västra Götalands län (5) | Uppsala län (2);Administration, ekonomi, juridik (22) | Försäljning, inköp, marknadsföring (1) | Chefer och verksamhetsledare (1);Redovisningsekonomer (7) | Ekonomiassistenter m.fl. (5) | Controller (5) | Ordersamordnare m.fl. (1) | Affärs- och företagsjurister (1)
2026-06-01;Clockwork;45;76;45;76;33;49;18;27;73.3;84.4;40.0;0.0;48.9;100.0;Dalarnas län (20) | Gävleborgs län (8) | Stockholms län (6);Dalarnas län (12) | Stockholms län (6) | Gävleborgs län (6);Transport, distribution, lager (11) | Administration, ekonomi, juridik (8) | Installation, drift, underhåll (6);Truckförare (5) | Underhållsmekaniker och maskinreparatörer (4) | Kundtjänstpersonal (3) | Maskinställare och maskinoperatörer, metallarbete (3) | Lastbilsförare m.fl. (3)
2026-06-01;Logent;32;45;18;20;11;11;5;5;34.4;68.8;21.9;0.0;46.9;100.0;Skåne län (13) | Västra Götalands län (8) | Stockholms län (5);Skåne län (4) | Stockholms län (4) | Uppsala län (1);Transport, distribution, lager (18) | Industriell tillverkning (7) | Installation, drift, underhåll (3);Lager- och terminalpersonal (12) | Maskinoperatörer, kött- och fiskberedningsindustri (3) | Övriga bil-, motorcykel- och cykelförare (3) | Truckförare (3) | Motorfordonsmekaniker och fordonsreparatörer (2)
2026-06-01;Bemannia;31;32;30;31;22;22;18;18;71.0;51.6;6.5;0.0;51.6;100.0;Stockholms län (19) | Västra Götalands län (4) | Hallands län (3);Stockholms län (10) | Västra Götalands län (4) | Hallands län (3);Administration, ekonomi, juridik (15) | Sanering och renhållning (5) | Pedagogik (4);Renhållnings- och återvinningsarbetare (5) | Övriga jurister (3) | Planerare och utredare m.fl. (2) | Personal- och HR-specialister (2) | Mjukvaru- och systemutvecklare m.fl. (2)
2026-06-01;Framtiden i Sverige;135;135;108;108;66;66;42;42;48.9;99.3;98.5;0.0;0.7;100.0;Östergötlands län (35) | Stockholms län (27) | Jönköpings län (16);Stockholms län (16) | Östergötlands län (14) | Västra Götalands län (8);Yrken med teknisk inriktning (49) | Data/IT (39) | Bygg och anläggning (16);Ingenjörer och tekniker inom maskinteknik (19) | Mjukvaru- och systemutvecklare m.fl. (11) | Systemadministratörer (10) | Systemtestare och testledare (9) | Ingenjörer och tekniker inom elektroteknik (9)
2026-06-01;Professionals Nord;137;157;108;125;68;79;41;50;49.6;93.4;82.5;0.0;15.3;100.0;Norrbottens län (53) | Västra Götalands län (18) | Stockholms län (14);Norrbottens län (22) | Stockholms län (9) | Västra Götalands län (9);Bygg och anläggning (40) | Installation, drift, underhåll (17) | Yrken med teknisk inriktning (16);VVS-montörer m.fl. (12) | Ingenjörer och tekniker inom bygg och anläggning (9) | Arbetsledare inom bygg, anläggning och gruva (7) | Lastbilsförare m.fl. (7) | Motorfordonsmekaniker och fordonsreparatörer (6)
2026-06-01;Bravura;143;143;81;81;58;58;22;22;40.6;88.8;68.5;0.0;20.3;100.0;Stockholms län (61) | Västra Götalands län (22) | Skåne län (18);Stockholms län (20) | Västra Götalands län (13) | Skåne län (8);Försäljning, inköp, marknadsföring (31) | Data/IT (27) | Administration, ekonomi, juridik (21);Mjukvaru- och systemutvecklare m.fl. (17) | Företagssäljare (15) | Kundtjänstpersonal (9) | Ordersamordnare m.fl. (6) | Transportledare och transportsamordnare (5)
2026-06-01;Jurek;25;25;17;17;12;12;7;7;48.0;56.0;20.0;0.0;40.0;100.0;Stockholms län (15) | Västra Götalands län (4) | Skåne län (3);Stockholms län (6) | Skåne län (2) | Västra Götalands län (2);Administration, ekonomi, juridik (21) | Chefer och verksamhetsledare (1) | Försäljning, inköp, marknadsföring (1);Övriga kontorsassistenter och sekreterare (3) | Planerare och utredare m.fl. (3) | Ekonomiassistenter m.fl. (2) | Kundtjänstpersonal (2) | Redovisningsekonomer (2)
